secao;divisao;grupo;classe;subclasse_cod_cnae;desc_cnae;desc_classe
;2;20;2062;2062200;Fabricação de produtos de limpeza e polimento;#N/A
;2;20;2063;2063100;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;#N/A
;2;20;2071;2071100;Fabricação de tintas, vernizes, esmaltes e lacas;#N/A
;2;20;2072;2072000;Fabricação de tintas de impressão;#N/A
;2;20;2073;2073800;Fabricação de impermeabilizantes, solventes e produtos afins;#N/A
;2;20;2091;2091600;Fabricação de adesivos e selantes;#N/A
;2;20;2092;2092401;Fabricação de pólvoras, explosivos e detonantes;#N/A
;2;20;2092;2092402;Fabricação de artigos pirotécnicos;#N/A
;2;20;2092;2092403;Fabricação de fósforos de segurança;#N/A
;2;20;2093;2093200;Fabricação de aditivos de uso industrial;#N/A
;2;20;2094;2094100;Fabricação de catalisadores;#N/A
;2;20;2099;2099101;Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia;#N/A
;2;20;2099;2099199;Fabricação de outros produtos químicos não especificados anteriormente;#N/A
;2;21;2110;2110600;Fabricação de produtos farmoquímicos;#N/A
;2;21;2121;2121101;Fabricação de medicamentos alopáticos para uso humano;#N/A
;2;21;2121;2121102;Fabricação de medicamentos homeopáticos para uso humano;#N/A
;2;21;2121;2121103;Fabricação de medicamentos fitoterápicos para uso humano;#N/A
;2;21;2122;2122000;Fabricação de medicamentos para uso veterinário;#N/A
;2;21;2123;2123800;Fabricação de preparações farmacêuticas;#N/A
;2;22;2211;2211100;Fabricação de pneumáticos e de câmaras-de-ar;#N/A
;2;22;2212;2212900;Reforma de pneumáticos usados;#N/A
;2;22;2219;2219600;Fabricação de artefatos de borracha não especificados anteriormente;#N/A
;2;22;2221;2221800;Fabricação de laminados planos e tubulares de material plástico;#N/A
;2;22;2222;2222600;Fabricação de embalagens de material plástico;#N/A
;2;22;2223;2223400;Fabricação de tubos e acessórios de material plástico para uso na construção;#N/A
;2;22;2229;2229301;Fabricação de artefatos de material plástico para uso pessoal e doméstico;#N/A
;2;22;2229;2229302;Fabricação de artefatos de material plástico para usos industriais;#N/A
;2;22;2229;2229303;Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios;#N/A
;2;22;2229;2229399;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;#N/A
;2;23;2311;2311700;Fabricação de vidro plano e de segurança;#N/A
;2;23;2312;2312500;Fabricação de embalagens de vidro;#N/A
;2;23;2319;2319200;Fabricação de artigos de vidro;#N/A
;2;23;2320;2320600;Fabricação de cimento;#N/A
;2;23;2330;2330301;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;#N/A
;2;23;2330;2330302;Fabricação de artefatos de cimento para uso na construção;#N/A
;2;23;2330;2330303;Fabricação de artefatos de fibrocimento para uso na construção;#N/A
;2;23;2330;2330304;Fabricação de casas pré-moldadas de concreto;#N/A
;2;23;2330;2330305;Preparação de massa de concreto e argamassa para construção;#N/A
;2;23;2330;2330399;Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;#N/A
;2;23;2341;2341900;Fabricação de produtos cerâmicos refratários;#N/A
;2;23;2342;2342701;Fabricação de azulejos e pisos;#N/A
;2;23;2342;2342702;Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos;#N/A
;2;23;2349;2349401;Fabricação de material sanitário de cerâmica;#N/A
;2;23;2349;2349499;Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;#N/A
;2;23;2391;2391501;Britamento de pedras, exceto associado à extração;#N/A
;2;23;2391;2391502;Aparelhamento de pedras para construção, exceto associado à extração;#N/A
;2;23;2391;2391503;Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;#N/A
;2;23;2392;2392300;Fabricação de cal e gesso;#N/A
;2;23;2399;2399101;Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal;#N/A
;2;23;2399;2399102;Fabricação de abrasivos;#N/A
;2;23;2399;2399199;Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente;#N/A
;2;24;2411;2411300;Produção de ferro-gusa;#N/A
;2;24;2412;2412100;Produção de ferroligas;#N/A
;2;24;2421;2421100;Produção de semi-acabados de aço;#N/A
;2;24;2422;2422901;Produção de laminados planos de aço ao carbono, revestidos ou não;#N/A
;2;24;2422;2422902;Produção de laminados planos de aços especiais;#N/A
;2;24;2423;2423701;Produção de tubos de aço sem costura;#N/A
;2;24;2423;2423702;Produção de laminados longos de aço, exceto tubos;#N/A
;2;24;2424;2424501;Produção de arames de aço;#N/A
;2;24;2424;2424502;Produção de relaminados, trefilados e perfilados de aço, exceto arames;#N/A
;2;24;2431;2431800;Produção de tubos de aço com costura;#N/A
;2;24;2439;2439300;Produção de outros tubos de ferro e aço;#N/A
;2;24;2441;2441501;Produção de alumínio e suas ligas em formas primárias;#N/A
;2;24;2441;2441502;Produção de laminados de alumínio;#N/A
;2;24;2442;2442300;Metalurgia dos metais preciosos;#N/A
;2;24;2443;2443100;Metalurgia do cobre;#N/A
;2;24;2449;2449101;Produção de zinco em formas primárias;#N/A
;2;24;2449;2449102;Produção de laminados de zinco;#N/A
;2;24;2449;2449103;Fabricação de ânodos para galvanoplastia;#N/A
;2;24;2449;2449199;Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente;#N/A
;2;24;2451;2451200;Fundição de ferro e aço;#N/A
;2;24;2452;2452100;Fundição de metais não-ferrosos e suas ligas;#N/A
;2;25;2511;2511000;Fabricação de estruturas metálicas;#N/A
;2;25;2512;2512800;Fabricação de esquadrias de metal;#N/A
;2;25;2513;2513600;Fabricação de obras de caldeiraria pesada;#N/A
;2;25;2521;2521700;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;#N/A
;2;25;2522;2522500;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;#N/A
;2;25;2531;2531401;Produção de forjados de aço;#N/A
;2;25;2531;2531402;Produção de forjados de metais não-ferrosos e suas ligas;#N/A
;2;25;2532;2532201;Produção de artefatos estampados de metal;#N/A
;2;25;2532;2532202;Metalurgia do pó;#N/A
;2;25;2539;2539000;Serviços de usinagem, solda, tratamento e revestimento em metais;#N/A
;2;25;2539;2539001;Serviços de usinagem, tornearia e solda;#N/A
;2;25;2539;2539002;Serviços de tratamento e revestimento em metais;#N/A
;2;25;2541;2541100;Fabricação de artigos de cutelaria;#N/A
;2;25;2542;2542000;Fabricação de artigos de serralheria, exceto esquadrias;#N/A
;2;25;2543;2543800;Fabricação de ferramentas;#N/A
;2;25;2550;2550101;Fabricação de equipamento bélico pesado, exceto veículos militares de combate;#N/A
;2;25;2550;2550102;Fabricação de armas de fogo, outras armas e munições;#N/A
;2;25;2591;2591800;Fabricação de embalagens metálicas;#N/A
;2;25;2592;2592601;Fabricação de produtos de trefilados de metal padronizados;#N/A
;2;25;2592;2592602;Fabricação de produtos de trefilados de metal, exceto padronizados;#N/A
;2;25;2593;2593400;Fabricação de artigos de metal para uso doméstico e pessoal;#N/A
;2;25;2599;2599301;Serviços de confecção de armações metálicas para a construção;#N/A
;2;25;2599;2599302;Serviço de corte e dobra de metais;#N/A
;2;25;2599;2599399;Fabricação de outros produtos de metal não especificados anteriormente;#N/A
;2;26;2610;2610800;Fabricação de componentes eletrônicos;#N/A
;2;26;2621;2621300;Fabricação de equipamentos de informática;#N/A
;2;26;2622;2622100;Fabricação de periféricos para equipamentos de informática;#N/A
;2;26;2631;2631100;Fabricação de equipamentos transmissores de comunicação, peças e acessórios;#N/A
;2;26;2632;2632900;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios;#N/A
;2;26;2640;2640000;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;#N/A
;2;26;2651;2651500;Fabricação de aparelhos e equipamentos de medida, teste e controle;#N/A
;2;26;2652;2652300;Fabricação de cronômetros e relógios;#N/A
;2;26;2660;2660400;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;#N/A
;2;26;2670;2670101;Fabricação de equipamentos e instrumentos ópticos, peças e acessórios;#N/A
;2;26;2670;2670102;Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios;#N/A
;2;26;2680;2680900;Fabricação de mídias virgens, magnéticas e ópticas;#N/A
;2;27;2710;2710401;Fabricação de geradores de corrente contínua e alternada, peças e acessórios;#N/A
;2;27;2710;2710402;Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios;#N/A
;2;27;2710;2710403;Fabricação de motores elétricos, peças e acessórios;#N/A
;2;27;2721;2721000;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;#N/A
;2;27;2722;2722801;Fabricação de baterias e acumuladores para veículos automotores;#N/A
;2;27;2722;2722802;Recondicionamento de baterias e acumuladores para veículos automotores;#N/A
;2;27;2731;2731700;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;#N/A
;2;27;2732;2732500;Fabricação de material elétrico para instalações em circuito de consumo;#N/A
;2;27;2733;2733300;Fabricação de fios, cabos e condutores elétricos isolados;#N/A
;2;27;2740;2740601;Fabricação de lâmpadas;#N/A
;2;27;2740;2740602;Fabricação de luminárias e outros equipamentos de iluminação;#N/A
;2;27;2751;2751100;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios;#N/A
;2;27;2759;2759701;Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios;#N/A
;2;27;2759;2759799;Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios;#N/A
;2;27;2790;2790201;Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores;#N/A
;2;27;2790;2790202;Fabricação de equipamentos para sinalização e alarme;#N/A
;2;27;2790;2790299;Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente;#N/A
;2;28;2811;2811900;Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários;#N/A
;2;28;2812;2812700;Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas;#N/A
;2;28;2813;2813500;Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios;#N/A
;2;28;2814;2814301;Fabricação de compressores para uso industrial, peças e acessórios;#N/A
;2;28;2814;2814302;Fabricação de compressores para uso não industrial, peças e acessórios;#N/A
;2;28;2815;2815101;Fabricação de rolamentos para fins industriais;#N/A
;2;28;2815;2815102;Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos;#N/A
;2;28;2821;2821601;Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios;#N/A
;2;28;2821;2821602;Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios;#N/A
;2;28;2822;2822401;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios;#N/A
;2;28;2822;2822402;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios;#N/A
;2;28;2823;2823200;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios;#N/A
;2;28;2824;2824101;Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial;#N/A
;2;28;2824;2824102;Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial;#N/A
;2;28;2825;2825900;Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios;#N/A
;2;28;2829;2829101;Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios;#N/A
;2;28;2829;2829199;Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios;#N/A
;2;28;2831;2831300;Fabricação de tratores agrícolas, peças e acessórios;#N/A
;2;28;2832;2832100;Fabricação de equipamentos para irrigação agrícola, peças e acessórios;#N/A
;2;28;2833;2833000;Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação;#N/A
;2;28;2840;2840200;Fabricação de máquinas-ferramenta, peças e acessórios;#N/A
;2;28;2851;2851800;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios;#N/A
;2;28;2852;2852600;Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo;#N/A
;2;28;2853;2853400;Fabricação de tratores, peças e acessórios, exceto agrícolas;#N/A
;2;28;2854;2854200;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores;#N/A
;2;28;2861;2861500;Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta;#N/A
;2;28;2862;2862300;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios;#N/A
;2;28;2863;2863100;Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios;#N/A
;2;28;2864;2864000;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios;#N/A
;2;28;2865;2865800;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios;#N/A
;2;28;2866;2866600;Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios;#N/A
;2;28;2869;2869100;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios;#N/A
;2;29;2910;2910701;Fabricação de automóveis, camionetas e utilitários;#N/A
;2;29;2910;2910702;Fabricação de chassis com motor para automóveis, camionetas e utilitários;#N/A
;2;29;2910;2910703;Fabricação de motores para automóveis, camionetas e utilitários;#N/A
;2;29;2920;2920401;Fabricação de caminhões e ônibus;#N/A
;2;29;2920;2920402;Fabricação de motores para caminhões e ônibus;#N/A
;2;29;2930;2930101;Fabricação de cabines, carrocerias e reboques para caminhões;#N/A
;2;29;2930;2930102;Fabricação de carrocerias para ônibus;#N/A
;2;29;2930;2930103;Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus;#N/A
;2;29;2941;2941700;Fabricação de peças e acessórios para o sistema motor de veículos automotores;#N/A
;2;29;2942;2942500;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;#N/A
;2;29;2943;2943300;Fabricação de peças e acessórios para o sistema de freios de veículos automotores;#N/A
;2;29;2944;2944100;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;#N/A
;2;29;2945;2945000;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;#N/A
;2;29;2949;2949201;Fabricação de bancos e estofados para veículos automotores;#N/A
;2;29;2949;2949299;Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente;#N/A
;2;29;2950;2950600;Recondicionamento e recuperação de motores para veículos automotores;#N/A
;3;30;3011;3011301;Construção de embarcações de grande porte;#N/A
;3;30;3011;3011302;Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;#N/A
;3;30;3012;3012100;Construção de embarcações para esporte e lazer;#N/A
;3;30;3031;3031800;Fabricação de locomotivas, vagões e outros materiais rodantes;#N/A
;3;30;3032;3032600;Fabricação de peças e acessórios para veículos ferroviários;#N/A
;3;30;3041;3041500;Fabricação de aeronaves;#N/A
;3;30;3042;3042300;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;#N/A
;3;30;3050;3050400;Fabricação de veículos militares de combate;#N/A
;3;30;3091;3091100;Fabricação de motocicletas, peças e acessórios;#N/A
;3;30;3091;3091101;Fabricação de motocicletas;#N/A
;3;30;3091;3091102;Fabricação de peças e acessórios para motocicletas;#N/A
;3;30;3092;3092000;Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios;#N/A
;3;30;3099;3099700;Fabricação de equipamentos de transporte não especificados anteriormente;#N/A
;3;31;3101;3101200;Fabricação de móveis com predominância de madeira;#N/A
;3;31;3102;3102100;Fabricação de móveis com predominância de metal;#N/A
;3;31;3103;3103900;Fabricação de móveis de outros materiais, exceto madeira e metal;#N/A
;3;31;3104;3104700;Fabricação de colchões;#N/A
;3;32;3211;3211601;Lapidação de gemas;#N/A
;3;32;3211;3211602;Fabricação de artefatos de joalheria e ourivesaria;#N/A
;3;32;3211;3211603;Cunhagem de moedas e medalhas;#N/A
;3;32;3212;3212400;Fabricação de bijuterias e artefatos semelhantes;#N/A
;3;32;3220;3220500;Fabricação de instrumentos musicais, peças e acessórios;#N/A
;3;32;3230;3230200;Fabricação de artefatos para pesca e esporte;#N/A
;3;32;3240;3240001;Fabricação de jogos eletrônicos;#N/A
;3;32;3240;3240002;Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação;#N/A
;3;32;3240;3240003;Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação;#N/A
;3;32;3240;3240099;Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente;#N/A
;3;32;3250;3250701;Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório;#N/A
;3;32;3250;3250702;Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório;#N/A
;3;32;3250;3250703;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda;#N/A
;3;32;3250;3250704;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda;#N/A
;3;32;3250;3250705;Fabricação de materiais para medicina e odontologia;#N/A
;3;32;3250;3250706;Serviços de prótese dentária;#N/A
;3;32;3250;3250707;Fabricação de artigos ópticos;#N/A
;3;32;3250;3250708;Fabricação de artefatos de tecido não tecido para uso odonto-médico-hospitalar;#N/A
;3;32;3250;3250709;Serviço de laboratório óptico;#N/A
;3;32;3291;3291400;Fabricação de escovas, pincéis e vassouras;#N/A
;3;32;3292;3292201;Fabricação de roupas de proteção e segurança e resistentes a fogo;#N/A
;3;32;3292;3292202;Fabricação de equipamentos e acessórios para segurança pessoal e profissional;#N/A
;3;32;3299;3299001;Fabricação de guarda-chuvas e similares;#N/A
;3;32;3299;3299002;Fabricação de canetas, lápis e outros artigos para escritório;#N/A
;3;32;3299;3299003;Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos;#N/A
;3;32;3299;3299004;Fabricação de painéis e letreiros luminosos;#N/A
;3;32;3299;3299005;Fabricação de aviamentos para costura;#N/A
;3;32;3299;3299006;Fabricação de velas, inclusive decorativas;#N/A
;3;32;3299;3299099;Fabricação de produtos diversos não especificados anteriormente;#N/A
;3;33;3311;3311200;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;#N/A
;3;33;3312;3312101;Manutenção e reparação de equipamentos transmissores de comunicação;#N/A
;3;33;3312;3312102;Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle;#N/A
;3;33;3312;3312103;Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;#N/A
;3;33;3312;3312104;Manutenção e reparação de equipamentos e instrumentos ópticos;#N/A
;3;33;3313;3313901;Manutenção e reparação de geradores, transformadores e motores elétricos;#N/A
;3;33;3313;3313902;Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos;#N/A
;3;33;3313;3313999;Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;#N/A
;3;33;3314;3314701;Manutenção e reparação de máquinas motrizes não-elétricas;#N/A
;3;33;3314;3314702;Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas;#N/A
;3;33;3314;3314703;Manutenção e reparação de válvulas industriais;#N/A
;3;33;3314;3314704;Manutenção e reparação de compressores;#N/A
;3;33;3314;3314705;Manutenção e reparação de equipamentos de transmissão para fins industriais;#N/A
;3;33;3314;3314706;Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas;#N/A
;3;33;3314;3314707;Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;#N/A
;3;33;3314;3314708;Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas;#N/A
;3;33;3314;3314709;Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório;#N/A
;3;33;3314;3314710;Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente;#N/A
;3;33;3314;3314711;Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária;#N/A
;3;33;3314;3314712;Manutenção e reparação de tratores agrícolas;#N/A
;3;33;3314;3314713;Manutenção e reparação de máquinas-ferramenta;#N/A
;3;33;3314;3314714;Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo;#N/A
;3;33;3314;3314715;Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;#N/A
;3;33;3314;3314716;Manutenção e reparação de tratores, exceto agrícolas;#N/A
;3;33;3314;3314717;Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores;#N/A
;3;33;3314;3314718;Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;#N/A
;3;33;3314;3314719;Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;#N/A
;3;33;3314;3314720;Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados;#N/A
;3;33;3314;3314721;Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos;#N/A
;3;33;3314;3314722;Manutenção e reparação de máquinas e aparelhos para a indústria do plástico;#N/A
;3;33;3314;3314799;Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente;#N/A
;3;33;3315;3315500;Manutenção e reparação de veículos ferroviários;#N/A
;3;33;3316;3316301;Manutenção e reparação de aeronaves, exceto a manutenção na pista;#N/A
;3;33;3316;3316302;Manutenção de aeronaves na pista;#N/A
;3;33;3317;3317101;Manutenção e reparação de embarcações e estruturas flutuantes;#N/A
;3;33;3317;3317102;Manutenção e reparação de embarcações para esporte e lazer;#N/A
;3;33;3319;3319800;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;#N/A
;3;33;3321;3321000;Instalação de máquinas e equipamentos industriais;#N/A
;3;33;3329;3329501;Serviços de montagem de móveis de qualquer material;#N/A
;3;33;3329;3329599;Instalação de outros equipamentos não especificados anteriormente;#N/A
;3;35;3511;3511500;Geração de energia elétrica;#N/A
;3;35;3511;3511501;Geração de energia elétrica;#N/A
;3;35;3511;3511502;Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica;#N/A
;3;35;3512;3512300;Transmissão de energia elétrica;#N/A
;3;35;3513;3513100;Comércio atacadista de energia elétrica;#N/A
;3;35;3514;3514000;Distribuição de energia elétrica;#N/A
;3;35;3520;3520401;"Produção de gás; processamento de gás natural";#N/A
;3;35;3520;3520402;Distribuição de combustíveis gasosos por redes urbanas;#N/A
;3;35;3530;3530100;Produção e distribuição de vapor, água quente e ar condicionado;#N/A
;3;36;3600;3600601;Captação, tratamento e distribuição de água;#N/A
;3;36;3600;3600602;Distribuição de água por caminhões;#N/A
;3;37;3701;3701100;Gestão de redes de esgoto;#N/A
;3;37;3702;3702900;Atividades relacionadas a esgoto, exceto a gestão de redes;#N/A
;3;38;3811;3811400;Coleta de resíduos não-perigosos;#N/A
;3;38;3812;3812200;Coleta de resíduos perigosos;#N/A
;3;38;3821;3821100;Tratamento e disposição de resíduos não-perigosos;#N/A
;3;38;3822;3822000;Tratamento e disposição de resíduos perigosos;#N/A
;3;38;3831;3831901;Recuperação de sucatas de alumínio;#N/A
;3;38;3831;3831999;Recuperação de materiais metálicos, exceto alumínio;#N/A
;3;38;3832;3832700;Recuperação de materiais plásticos;#N/A
;3;38;3839;3839401;Usinas de compostagem;#N/A
;3;38;3839;3839499;Recuperação de materiais não especificados anteriormente;#N/A
;3;39;3900;3900500;Descontaminação e outros serviços de gestão de resíduos;#N/A
;4;41;4110;4110700;Incorporação de empreendimentos imobiliários;#N/A
;4;41;4120;4120400;Construção de edifícios;#N/A
;4;42;4211;4211101;Construção de rodovias e ferrovias;#N/A
;4;42;4211;4211102;Pintura para sinalização em pistas rodoviárias e aeroportos;#N/A
;4;42;4212;4212000;Construção de obras de arte especiais;#N/A
;4;42;4213;4213800;Obras de urbanização - ruas, praças e calçadas;#N/A
;4;42;4221;4221901;Construção de barragens e represas para geração de energia elétrica;#N/A
;4;42;4221;4221902;Construção de estações e redes de distribuição de energia elétrica;#N/A
;4;42;4221;4221903;Manutenção de redes de distribuição de energia elétrica;#N/A
;4;42;4221;4221904;Construção de estações e redes de telecomunicações;#N/A
;4;42;4221;4221905;Manutenção de estações e redes de telecomunicações;#N/A
;4;42;4222;4222701;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;#N/A
;4;42;4222;4222702;Obras de irrigação;#N/A
;4;42;4223;4223500;Construção de redes de transportes por dutos, exceto para água e esgoto;#N/A
;4;42;4291;4291000;Obras portuárias, marítimas e fluviais;#N/A
;4;42;4292;4292801;Montagem de estruturas metálicas;#N/A
;4;42;4292;4292802;Obras de montagem industrial;#N/A
;4;42;4299;4299501;Construção de instalações esportivas e recreativas;#N/A
;4;42;4299;4299599;Outras obras de engenharia civil não especificadas anteriormente;#N/A
;4;43;4311;4311801;Demolição de edifícios e outras estruturas;#N/A
;4;43;4311;4311802;Preparação de canteiro e limpeza de terreno;#N/A
;4;43;4312;4312600;Perfurações e sondagens;#N/A
;4;43;4313;4313400;Obras de terraplenagem;#N/A
;4;43;4319;4319300;Serviços de preparação do terreno não especificados anteriormente;#N/A
;4;43;4321;4321500;Instalação e manutenção elétrica;#N/A
;4;43;4322;4322301;Instalações hidráulicas, sanitárias e de gás;#N/A
;4;43;4322;4322302;Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;#N/A
;4;43;4322;4322303;Instalações de sistema de prevenção contra incêndio;#N/A
;4;43;4329;4329101;Instalação de painéis publicitários;#N/A
;4;43;4329;4329102;Instalação de equipamentos para orientação à navegação marítima fluvial e lacustre;#N/A
;4;43;4329;4329103;Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes;#N/A
;4;43;4329;4329104;Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos;#N/A
;4;43;4329;4329105;Tratamentos térmicos, acústicos ou de vibração;#N/A
;4;43;4329;4329199;Outras obras de instalações em construções não especificadas anteriormente;#N/A
;4;43;4330;4330401;Impermeabilização em obras de engenharia civil;#N/A
;4;43;4330;4330402;Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material;#N/A
;4;43;4330;4330403;Obras de acabamento em gesso e estuque;#N/A
;4;43;4330;4330404;Serviços de pintura de edifícios em geral;#N/A
;4;43;4330;4330405;Aplicação de revestimentos e de resinas em interiores e exteriores;#N/A
;4;43;4330;4330499;Outras obras de acabamento da construção;#N/A
;4;43;4391;4391600;Obras de fundações;#N/A
;4;43;4399;4399101;Administração de obras;#N/A
;4;43;4399;4399102;Montagem e desmontagem de andaimes e outras estruturas temporárias;#N/A
;4;43;4399;4399103;Obras de alvenaria;#N/A
;4;43;4399;4399104;Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;#N/A
;4;43;4399;4399105;Perfuração e construção de poços de água;#N/A
;4;43;4399;4399199;Serviços especializados para construção não especificados anteriormente;#N/A
;4;45;4511;4511101;Comércio a varejo de automóveis, camionetas e utilitários novos;#N/A
;4;45;4511;4511102;Comércio a varejo de automóveis, camionetas e utilitários usados;#N/A
;4;45;4511;4511103;Comércio por atacado de automóveis, camionetas e utilitários novos e usados;#N/A
;4;45;4511;4511104;Comércio por atacado de caminhões novos e usados;#N/A
;4;45;4511;4511105;Comércio por atacado de reboques e semi-reboques novos e usados;#N/A
;4;45;4511;4511106;Comércio por atacado de ônibus e microônibus novos e usados;#N/A
